367.138, -519.886, 827.035, 0, 1.4, 1, 1.5, 2, 1.6
448.1865038358, -451.5681993161, 1207.0804197103, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
448.16971164969, -448.1846247555, 1207.1034144535, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
438.02265830367, -463.5843301704, 1066.7921632514, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
436.46574746166, -461.2259264563, 1066.8920115685, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
435.21226015179, -458.69370484, 1067.004210688, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
434.28293577451, -456.0259796281, 1067.1290838673, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
433.69038590585, -453.2642551383, 1067.2612400438, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
433.44269409943, -450.4502804227, 1067.3903992588, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
433.5423181978, -447.6267541678, 1067.502713854, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
434.714666249, -443.0560353197, 1067.5853138706, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
488.38814595751, -447.1095953248, 1151.6412967602, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
487.24216438549, -443.04046108, 1151.2508535063, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
463.43898056485, -442.2514784186, 918.94937818646, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
486.56202742511, -442.8908792616, 1144.2207235114, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
486.94899840801, -442.8594931232, 1147.7620468887, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
462.78895470284, -444.8348670558, 911.70935170168, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
461.77814464084, -443.0480725036, 909.00126754509, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
463.10386124359, -444.8348670558, 914.70548729944, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
463.41876778434, -444.8348670558, 917.7016228972, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
463.7336743251, -444.8348670558, 920.69775849495, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
464.04858086585, -444.8348670558, 923.69389409271, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
464.36348740661, -444.8348670558, 926.69002969047, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
464.67839394736, -444.8348670558, 929.68616528822, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
464.99330048811, -444.8348670558, 932.68230088598, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
465.30820702887, -444.8348670558, 935.67843648374, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
465.62311356962, -444.8348670558, 938.6745720815, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
465.93802011038, -444.8348670558, 941.67070767926, 0, 0., 1, 0., 2, 0., 3, 0., 4, 0., 5, 0.
